area,int_sqft,n_bedroom,n_bathroom,n_room,park_facil,utility_avail,street,mzzone,sales_price,house_age,buildtype_Commercial,buildtype_House,buildtype_Others
0,654,1,1,2,1,1,1,1,6754500,6,1,0,0
2,1020,1,1,3,1,2,2,3,13245700,26,1,0,0
0,506,1,1,2,0,1,0,5,6519250,27,1,0,0
6,1955,2,1,5,1,2,2,4,13986310,43,0,1,0
0,1653,2,2,4,0,1,1,4,12268750,25,1,0,0
3,1820,3,2,5,1,1,1,5,11050340,32,0,1,0
3,1508,2,1,4,1,1,0,1,12035430,9,1,0,0
0,1292,1,1,3,0,2,1,1,8974750,17,1,0,0
5,1922,2,1,5,0,0,2,4,21208080,24,1,0,0
0,584,1,1,2,0,1,0,1,3928250,11,0,0,1
5,1839,2,1,5,1,1,2,3,13903480,14,0,1,0
3,1879,3,2,5,0,2,0,5,9900740,32,0,1,0
0,1199,1,1,3,0,1,0,5,7329125,32,0,0,1
2,1181,1,1,3,1,1,2,5,11060050,11,0,1,0
2,1068,1,1,3,0,1,0,5,9087160,12,0,0,1
3,1686,2,1,4,1,1,2,5,12026070,26,0,0,1
4,2242,4,2,6,1,2,2,3,13547460,11,0,0,1
2,1259,2,1,4,0,0,2,4,9574950,16,0,1,0
6,1843,2,1,5,1,0,0,3,13613320,29,0,0,1
6,1924,2,1,5,1,1,1,3,14480950,19,0,0,1
2,1144,1,1,3,0,0,2,3,12649650,31,1,0,0
0,542,1,1,2,1,1,1,4,7689500,26,1,0,0
5,1515,1,1,4,0,2,0,5,10864880,39,0,1,0
1,630,1,1,2,0,0,2,4,9683840,16,1,0,0
3,1671,2,1,4,0,2,2,5,10676510,18,0,1,0
0,1047,1,1,3,0,1,2,2,6066000,18,0,1,0
5,1595,1,1,4,1,1,0,3,17471500,30,1,0,0
1,1299,2,2,4,0,0,0,1,8087365,11,0,0,1
5,1626,1,1,4,1,0,2,3,12837890,38,0,0,1
0,801,1,1,2,0,2,2,1,5038250,17,0,1,0
2,1089,1,1,3,1,1,1,3,13099400,4,1,0,0
5,1955,2,1,5,0,0,0,3,11575870,11,0,1,0
4,1708,2,1,4,0,1,1,3,13502140,17,1,0,0
6,1697,1,1,4,1,1,1,4,14121610,10,0,0,1
6,1975,2,1,5,0,1,1,3,12643190,12,0,1,0
3,1966,3,2,5,1,2,1,5,11333130,49,0,1,0
5,1791,1,1,4,0,2,1,4,14020280,15,0,0,1
3,1890,3,2,5,1,1,1,2,15850840,7,1,0,0
0,967,1,1,3,0,0,1,0,3891250,29,0,1,0
5,1711,1,1,4,0,1,2,5,14106990,13,0,0,1
4,1583,2,1,4,0,1,2,5,10848760,25,0,0,1
1,1274,2,2,4,1,1,1,4,10736530,22,0,1,0
0,1356,2,2,4,0,2,2,2,6683750,45,0,1,0
2,1144,1,1,3,1,1,0,4,8969400,36,0,1,0
2,1129,1,1,3,0,0,0,5,9117330,16,0,0,1
1,695,1,1,2,1,0,0,2,9132865,11,1,0,0
2,867,1,1,3,1,2,0,4,8325850,15,0,1,0
4,1501,2,1,4,0,2,2,4,9155320,26,0,1,0
3,1896,3,2,5,1,0,0,5,11606300,15,0,0,1
0,1449,2,2,4,0,1,0,1,5464000,18,0,1,0
5,1700,1,1,4,0,1,0,3,11926600,5,0,0,1
3,1829,3,2,5,0,2,0,3,8669050,15,0,1,0
2,1178,1,1,3,1,1,1,4,10285360,34,0,0,1
4,1460,2,1,4,0,2,1,5,9213320,16,0,1,0
5,1807,2,1,5,1,1,1,5,13308490,37,0,1,0
1,1103,1,1,3,1,0,2,2,13089560,24,1,0,0
2,992,1,1,3,0,1,2,4,8611350,21,0,1,0
1,1268,2,2,4,0,2,1,4,9952510,14,0,1,0
5,1890,2,1,5,0,1,0,3,11505040,17,0,1,0
0,670,1,1,2,0,1,2,2,5136000,16,0,1,0
0,1236,1,1,3,1,1,2,2,7416000,16,0,1,0
0,1256,1,1,3,0,1,1,2,6081000,28,0,1,0
2,1071,1,1,3,1,0,2,5,14402200,16,1,0,0
2,1217,2,1,4,1,0,2,5,11863790,10,0,0,1
0,1488,2,2,4,1,0,2,0,6997500,14,0,1,0
4,2162,3,2,5,1,1,1,4,17248780,29,1,0,0
3,1623,2,1,4,1,0,2,0,13518220,21,1,0,0
5,1585,1,1,4,0,0,1,5,17934280,44,1,0,0
4,2237,4,2,6,0,2,2,5,12183080,24,0,1,0
0,1662,2,2,4,0,1,0,5,8532500,26,0,1,0
1,819,1,1,3,0,1,0,5,10569040,36,1,0,0
4,2348,4,2,6,0,2,2,3,12021160,30,0,0,1
1,604,1,1,2,1,1,2,5,9000305,27,0,0,1
6,1849,2,1,5,0,2,1,3,12412950,30,0,1,0
0,1617,2,2,4,1,0,2,4,10281375,46,0,0,1
4,1733,2,1,4,0,1,2,4,14773100,15,1,0,0
2,802,1,1,3,1,0,0,3,7178990,35,0,0,1
1,1081,1,1,3,0,0,1,1,10970740,36,1,0,0
1,1243,2,2,4,1,1,0,2,8270125,35,0,1,0
0,1430,2,2,4,0,1,1,4,7514750,37,0,1,0
4,1707,2,1,4,0,2,1,4,9737060,26,0,0,1
4,1317,1,1,3,0,1,2,3,11665400,10,1,0,0
0,1128,1,1,3,1,0,1,0,5441000,48,0,0,1
4,2458,4,2,6,0,2,2,3,11375820,21,0,1,0
2,1091,1,1,3,0,2,0,3,7697920,22,0,0,1
3,1795,2,1,4,1,2,2,4,11809800,40,0,0,1
4,2481,4,2,6,1,1,2,5,14276060,13,0,1,0
2,1095,1,1,3,1,1,2,3,13888700,18,1,0,0
6,1759,1,1,4,0,2,1,4,11863220,36,0,1,0
5,1774,1,1,4,1,2,2,5,13785170,41,0,1,0
4,2314,4,2,6,1,1,1,5,14159480,20,0,0,1
5,1695,1,1,4,1,1,0,4,11994050,35,0,1,0
2,1099,1,1,3,0,0,2,5,13266650,31,1,0,0
6,1547,1,1,4,1,1,2,5,13597890,37,0,1,0
1,927,1,1,3,0,2,1,1,10431690,6,1,0,0
5,1966,2,1,5,0,0,0,4,11752460,33,0,1,0
4,1541,2,1,4,0,1,2,4,13945940,17,1,0,0
3,1978,3,2,5,1,1,0,4,10699280,49,0,0,1
0,1208,1,1,3,1,0,2,3,10895000,24,1,0,0
0,659,1,1,2,0,0,2,3,5882500,20,0,1,0
6,1834,2,1,5,0,2,1,5,13990830,9,0,1,0
2,792,1,1,2,1,1,1,3,8344040,8,0,0,1
2,1262,2,1,4,0,1,1,5,10773390,27,0,0,1
2,767,1,1,2,1,1,2,3,8320290,34,0,0,1
0,1225,1,1,3,0,1,0,0,4243125,35,0,0,1
2,732,1,1,2,1,0,2,3,7978600,4,0,1,0
0,1647,2,2,4,1,1,2,5,11117625,22,0,0,1
4,1344,2,1,4,1,2,1,3,8991380,9,0,1,0
1,807,1,1,3,1,0,1,1,7081160,24,0,0,1
0,631,1,1,2,1,2,2,3,8269500,22,1,0,0
6,1775,1,1,4,1,0,1,3,12397590,22,0,1,0
1,753,1,1,2,1,2,0,0,5716935,29,0,1,0
4,1952,3,2,5,1,1,2,4,11148980,19,0,1,0
2,1021,1,1,3,1,2,2,3,9320800,16,0,1,0
2,1126,1,1,3,1,0,2,3,9282050,23,0,1,0
4,2397,4,2,6,1,1,2,4,12753880,14,0,1,0
2,1059,1,1,3,1,0,2,5,14246650,27,1,0,0
4,1625,2,1,4,1,2,2,3,9902600,30,0,1,0
0,1080,1,1,3,1,2,2,2,10254500,6,1,0,0
4,2254,4,2,6,1,2,1,3,12428040,8,0,0,1
3,1696,2,1,4,0,0,2,2,13594630,9,1,0,0
3,1943,3,2,5,0,0,2,3,10774250,40,0,0,1
4,1499,2,1,4,0,1,1,5,13324620,11,1,0,0
3,1782,2,1,4,1,1,2,0,14471520,26,1,0,0
5,1505,1,1,4,0,2,0,5,17242780,19,1,0,0
4,2050,3,2,5,1,1,2,3,16814260,13,1,0,0
5,1665,1,1,4,1,1,2,3,12639580,44,0,1,0
0,1391,2,2,4,1,1,1,1,6642000,26,0,1,0
5,1797,1,1,4,1,1,2,4,13049510,43,0,1,0
6,1514,1,1,4,0,2,0,4,16835310,28,1,0,0
1,786,1,1,2,1,2,2,5,10371250,10,0,0,1
3,1991,3,2,5,1,0,0,0,13805110,38,1,0,0
3,1814,3,2,5,0,2,2,0,13975040,7,1,0,0
0,504,1,1,2,0,1,2,0,3454000,28,0,0,1
1,1215,2,2,4,1,1,2,5,16693265,11,1,0,0
6,1934,2,1,5,0,1,2,5,14154820,26,0,1,0
4,1691,2,1,4,1,1,1,4,14691200,30,1,0,0
2,1294,2,1,4,1,1,1,5,15704500,14,1,0,0
4,2268,4,2,6,0,1,2,3,11645200,12,0,0,1
0,615,1,1,2,0,2,1,4,7284250,19,1,0,0
0,1640,2,2,4,1,2,2,3,10169750,17,0,0,1
2,832,1,1,3,0,0,2,5,9252340,10,0,0,1
5,1919,2,1,5,0,0,0,5,12308240,37,0,1,0
3,1788,2,1,4,0,0,2,2,9689440,17,0,0,1
6,1674,1,1,4,1,0,2,3,13280420,40,0,0,1
2,723,1,1,2,0,1,1,5,7603010,38,0,0,1
1,990,1,1,3,0,1,2,0,10631860,24,1,0,0
4,2219,3,2,5,0,1,2,4,17449820,21,1,0,0
1,1167,1,1,3,0,2,1,2,7904525,35,0,1,0
6,1566,1,1,4,0,1,0,4,17187060,28,1,0,0
2,1053,1,1,3,1,1,0,5,10137210,4,0,0,1
3,1781,2,1,4,0,2,2,1,13206150,55,1,0,0
4,2470,4,2,6,0,1,2,3,12792980,29,0,0,1
3,1612,2,1,4,0,0,2,1,8690980,14,0,0,1
4,1418,2,1,4,1,1,1,3,8878740,17,0,1,0
2,1032,1,1,3,1,2,2,4,9629850,31,0,1,0
0,1430,2,2,4,1,2,1,5,12919750,33,1,0,0
2,812,1,1,3,1,0,2,5,12347950,9,1,0,0
0,571,1,1,2,1,2,1,0,4627500,16,0,1,0
3,1709,2,1,4,1,2,1,1,13822920,26,1,0,0
2,1128,1,1,3,0,2,0,4,12072650,35,1,0,0
4,1731,2,1,4,0,2,2,4,11270960,7,0,0,1
3,1620,2,1,4,1,2,0,3,13957610,13,1,0,0
3,1581,2,1,4,1,2,0,2,13356200,10,1,0,0
5,1672,1,1,4,1,1,1,5,14477850,17,0,0,1
2,1266,2,1,4,1,0,1,3,9077550,29,0,1,0
2,1298,2,1,4,1,1,2,5,11998010,25,0,0,1
6,1952,2,1,5,1,0,1,5,13942350,45,0,1,0
4,2386,4,2,6,1,1,1,4,12941380,23,0,0,1
2,1058,1,1,3,1,1,1,3,8598500,22,0,1,0
1,987,1,1,3,1,0,1,3,9200725,15,0,1,0
0,1256,1,1,3,0,1,0,3,9393000,12,1,0,0
4,1824,3,2,5,0,1,1,4,15122540,7,1,0,0
3,1752,2,1,4,0,2,0,2,8535580,24,0,0,1
1,796,1,1,2,1,0,0,1,9737150,10,1,0,0
2,1031,1,1,3,0,0,1,5,9241670,40,0,0,1
2,1114,1,1,3,1,1,1,4,9688300,6,0,1,0
5,1567,1,1,4,0,1,0,4,11630020,43,0,0,1
1,1282,2,2,4,1,0,2,0,9301605,27,0,0,1
2,957,1,1,3,1,1,0,3,8292190,22,0,0,1
6,1510,1,1,4,0,2,1,3,16300260,33,1,0,0
0,1005,1,1,3,1,1,1,3,7525375,8,0,0,1
3,1824,3,2,5,0,2,0,0,6911070,31,0,1,0
2,837,1,1,3,1,1,0,3,10563700,18,1,0,0
1,1103,1,1,3,0,1,1,2,7693965,11,0,1,0
0,1386,2,2,4,0,1,1,4,8418500,5,0,0,1
3,1588,2,1,4,1,2,0,0,11516250,45,1,0,0
2,792,1,1,2,0,1,1,5,10567050,35,1,0,0
2,1241,2,1,4,1,1,0,4,8939050,35,0,1,0
4,1571,2,1,4,1,1,1,5,11648840,11,0,0,1
2,770,1,1,2,0,1,0,4,8883750,33,1,0,0
5,1707,1,1,4,0,1,0,3,17363590,42,1,0,0
6,1840,2,1,5,1,1,2,5,14477820,41,0,1,0
0,972,1,1,3,0,0,2,3,6399750,42,0,0,1
1,1000,1,1,3,0,0,0,4,8348770,18,0,0,1
6,1888,2,1,5,1,1,2,4,13764960,38,0,1,0
0,557,1,1,2,1,2,0,0,3210125,37,0,0,1
2,1180,1,1,3,0,1,2,3,8889850,27,0,0,1
2,1219,2,1,4,1,0,0,4,9951030,4,0,0,1
0,943,1,1,3,1,2,1,2,8776500,26,1,0,0
2,1133,1,1,3,1,1,2,3,9468000,16,0,1,0
1,1153,1,1,3,1,1,2,0,8350260,24,0,1,0
3,1618,2,1,4,1,2,2,5,16354300,30,1,0,0
0,1246,1,1,3,1,1,0,0,7957500,38,1,0,0
4,2389,4,2,6,0,1,1,5,18402940,27,1,0,0
4,2227,4,2,6,0,1,1,5,11820720,6,0,1,0
5,1853,2,1,5,1,1,2,4,13761350,30,0,1,0
2,926,1,1,3,0,0,2,5,11939850,27,1,0,0
6,1517,1,1,4,0,1,0,4,11712660,25,0,0,1
4,1721,2,1,4,0,2,1,3,9225240,22,0,1,0
0,1231,1,1,3,0,2,2,0,5711000,18,0,1,0
0,1090,1,1,3,1,2,0,0,4876500,49,0,1,0
3,1590,2,1,4,1,1,0,3,13925230,9,1,0,0
0,1353,2,2,4,1,0,1,2,7507375,34,0,0,1
5,1610,1,1,4,1,0,2,4,13545830,29,0,0,1
6,1883,2,1,5,1,1,1,4,14866620,29,0,0,1
2,1029,1,1,3,1,0,2,4,13376150,29,1,0,0
2,1285,2,1,4,1,2,2,5,11819950,29,0,1,0
1,1210,2,2,4,1,1,0,1,12495925,35,1,0,0
0,774,1,1,2,0,1,2,0,4182250,39,0,1,0
2,940,1,1,3,0,0,2,4,9064800,4,0,0,1
3,1893,3,2,5,1,1,1,1,9995770,31,0,0,1
2,857,1,1,3,0,0,2,3,7377300,30,0,1,0
6,1563,1,1,4,0,1,0,3,11277710,6,0,0,1
3,1634,2,1,4,0,2,1,3,9643920,16,0,0,1
4,1483,2,1,4,0,1,1,4,8756780,19,0,1,0
6,1902,2,1,5,1,2,2,3,21789460,13,1,0,0
6,1638,1,1,4,1,2,2,3,13906030,37,0,0,1
5,1877,2,1,5,1,2,2,4,21810920,26,1,0,0
2,751,1,1,2,1,0,0,5,8484620,17,0,0,1
4,1873,3,2,5,0,1,2,4,15494260,23,1,0,0
2,1021,1,1,3,1,2,0,3,8387750,25,0,1,0
0,1448,2,2,4,1,1,2,5,13435000,24,1,0,0
0,720,1,1,2,0,1,2,4,6352250,39,0,0,1
5,1514,1,1,4,0,2,2,4,12279230,28,0,0,1
4,2347,4,2,6,0,1,2,5,12885880,27,0,0,1
4,1816,3,2,5,1,1,1,5,10764320,26,0,1,0
3,1615,2,1,4,1,1,1,0,8092310,38,0,0,1
3,1941,3,2,5,0,2,2,3,11014650,25,0,0,1
4,2227,4,2,6,1,2,1,4,12334760,8,0,1,0
2,1119,1,1,3,1,0,0,5,13267150,29,1,0,0
2,885,1,1,3,0,0,1,5,8414700,35,0,0,1
0,1417,2,2,4,1,1,1,4,12304750,37,1,0,0
1,1278,2,2,4,1,1,0,4,9448455,37,0,1,0
2,1050,1,1,3,1,1,2,5,11284700,20,0,0,1
6,1706,1,1,4,1,1,1,3,13094870,42,0,0,1
0,774,1,1,2,0,1,2,1,6353750,41,1,0,0
5,1751,1,1,4,1,0,1,5,13331980,19,0,1,0
0,729,1,1,2,1,1,2,2,6678875,24,0,0,1
2,1142,1,1,3,1,2,1,5,10065600,28,0,1,0
3,1668,2,1,4,1,1,1,3,9150510,43,0,1,0
2,857,1,1,3,0,2,2,5,12232800,8,1,0,0
3,1774,2,1,4,0,0,2,2,14103230,19,1,0,0
2,897,1,1,3,1,0,2,3,8957390,22,0,0,1
6,1838,2,1,5,0,1,1,4,20241530,14,1,0,0
1,1000,1,1,3,1,0,2,0,8080925,15,0,0,1
0,1209,1,1,3,0,2,0,4,6567375,42,0,0,1
2,858,1,1,3,1,1,0,3,10335050,19,1,0,0
1,767,1,1,2,1,2,0,5,9045605,7,0,1,0
6,1624,1,1,4,1,2,1,4,13234330,43,0,0,1
0,579,1,1,2,0,2,2,2,5032625,36,0,0,1
1,881,1,1,3,1,2,0,5,12724510,14,1,0,0
2,722,1,1,2,1,0,1,3,6888450,27,0,1,0
3,1837,3,2,5,0,1,1,5,11411760,18,0,0,1
2,1296,2,1,4,0,2,1,4,9965620,34,0,0,1
0,1624,2,2,4,0,1,1,3,7651250,31,0,1,0
5,1630,1,1,4,1,0,2,3,12938720,41,0,0,1
2,1257,2,1,4,0,1,2,3,9946290,24,0,0,1
2,1163,1,1,3,0,2,0,3,12123250,35,1,0,0
3,1652,2,1,4,1,1,0,1,12039380,44,1,0,0
3,1566,2,1,4,0,0,2,0,6776450,30,0,1,0
3,1669,2,1,4,0,1,1,0,7193030,49,0,0,1
0,1009,1,1,3,1,1,2,0,5272250,49,0,1,0
1,750,1,1,2,0,0,1,2,6252365,31,0,0,1
4,2149,3,2,5,0,1,1,5,11840340,7,0,1,0
3,1818,3,2,5,1,1,2,0,9890560,23,0,0,1
4,1623,2,1,4,0,2,1,5,14485900,5,1,0,0
5,1602,1,1,4,1,0,2,4,12359320,36,0,1,0
2,1143,1,1,3,0,2,1,3,12716150,9,1,0,0
1,865,1,1,3,0,1,1,0,4982055,37,0,1,0
5,1880,2,1,5,0,1,1,4,20562600,20,1,0,0
2,721,1,1,2,0,2,2,5,8732470,26,0,0,1
6,1510,1,1,4,0,0,0,3,10754410,18,0,0,1
1,1025,1,1,3,1,2,1,3,13168605,27,1,0,0
0,762,1,1,2,1,1,2,5,7675750,49,0,1,0
6,1609,1,1,4,0,0,1,4,17720900,45,1,0,0
2,869,1,1,3,1,0,1,5,12454750,9,1,0,0
1,1109,1,1,3,1,0,2,1,12735905,27,1,0,0
1,928,1,1,3,0,2,2,1,6997335,9,0,1,0
3,1747,2,1,4,1,1,2,1,9983410,13,0,0,1
6,1526,1,1,4,0,0,2,5,18546530,9,1,0,0
6,1922,2,1,5,1,2,1,3,13211540,42,0,1,0
4,1366,2,1,4,0,2,2,5,9808360,28,0,1,0
0,731,1,1,2,0,0,1,0,3102500,31,0,1,0
6,1886,2,1,5,0,1,2,3,12040960,43,0,1,0
3,1754,2,1,4,1,1,2,5,11963590,42,0,0,1
1,1236,2,2,4,0,2,2,1,13478895,33,1,0,0
2,1291,2,1,4,1,1,2,4,10499650,31,0,1,0
5,1744,1,1,4,0,1,0,5,11667270,41,0,1,0
1,933,1,1,3,0,1,1,5,9022165,11,0,1,0
2,747,1,1,2,0,1,0,4,6206700,22,0,1,0
3,1574,2,1,4,1,1,1,2,8287180,44,0,1,0
2,1290,2,1,4,0,0,1,3,13442250,11,1,0,0
3,1574,2,1,4,0,2,0,5,13113330,54,1,0,0
0,932,1,1,3,1,1,1,5,10095000,36,1,0,0
0,1047,1,1,3,0,1,1,2,8597500,14,1,0,0
5,1957,2,1,5,0,0,1,3,13371220,18,0,0,1
0,1511,2,2,4,1,2,2,4,9268750,39,0,1,0
4,1761,2,1,4,1,2,1,3,14397160,28,1,0,0
4,2287,4,2,6,0,1,1,5,12339780,9,0,1,0
3,1749,2,1,4,0,1,1,4,10236960,18,0,0,1
0,1550,2,2,4,1,1,1,3,8566750,37,0,1,0
6,1766,1,1,4,0,1,1,3,18658980,24,1,0,0
5,1540,1,1,4,1,2,2,3,13186470,16,0,0,1
3,1874,3,2,5,0,2,0,4,9292000,35,0,1,0
0,1454,2,2,4,0,0,0,4,7202750,5,0,1,0
4,2461,4,2,6,0,2,1,3,11338920,6,0,1,0
3,1528,2,1,4,1,1,1,2,13642920,21,1,0,0
1,823,1,1,3,0,0,2,1,7174375,5,0,0,1
4,1389,2,1,4,0,1,2,5,9630040,23,0,0,1
1,765,1,1,2,0,0,2,4,8203665,11,0,1,0
1,1244,2,2,4,1,0,0,1,8661320,8,0,0,1
3,1566,2,1,4,1,0,2,5,11548700,25,0,0,1
5,1539,1,1,4,0,1,1,4,11320960,13,0,1,0
2,1283,2,1,4,1,2,1,5,15503650,35,1,0,0
2,1132,1,1,3,1,1,0,5,13606450,35,1,0,0
2,948,1,1,3,0,1,0,5,8423350,9,0,1,0
0,589,1,1,2,1,1,1,4,6061625,47,0,0,1
0,1025,1,1,3,0,2,0,2,7688000,16,1,0,0
2,885,1,1,3,1,1,0,4,10958500,25,1,0,0
0,758,1,1,2,0,1,2,4,6237500,30,0,1,0
1,663,1,1,2,1,1,0,0,5426740,16,0,1,0
3,1530,2,1,4,1,0,0,0,6752540,22,0,1,0
3,1948,3,2,5,0,2,1,3,10765530,39,0,0,1
1,940,1,1,3,1,2,0,4,8871195,13,0,1,0
6,1532,1,1,4,0,0,1,3,10802190,7,0,1,0
3,1894,3,2,5,1,2,0,1,8917740,47,0,0,1
4,1373,2,1,4,0,2,2,3,8638540,24,0,0,1
3,1528,2,1,4,0,2,2,2,7922150,30,0,1,0
3,1826,3,2,5,0,1,2,2,9711430,39,0,0,1
0,1132,1,1,3,0,0,0,3,5330500,38,0,1,0
6,1955,2,1,5,1,2,0,5,14862430,14,0,1,0
0,1036,1,1,3,1,1,2,5,8901750,17,0,1,0
6,1504,1,1,4,1,2,2,5,20362800,5,1,0,0
5,1826,2,1,5,1,1,1,5,15779500,16,0,0,1
0,1609,2,2,4,1,2,0,2,11274750,37,1,0,0
0,891,1,1,3,1,1,1,1,7999750,13,1,0,0
0,1665,2,2,4,0,1,2,1,7729125,11,0,0,1
5,1965,2,1,5,1,2,0,4,14411150,35,0,0,1
2,1157,1,1,3,0,2,0,3,12632900,6,1,0,0
4,2064,3,2,5,0,1,2,4,16497820,21,1,0,0
2,1181,1,1,3,0,1,2,4,9847570,16,0,0,1
4,1653,2,1,4,1,1,1,4,10794060,20,0,0,1
4,2282,4,2,6,0,1,2,5,12171140,27,0,1,0
0,1531,2,2,4,0,0,2,3,11451250,35,1,0,0
5,1629,1,1,4,0,0,2,5,19939120,6,1,0,0
2,1081,1,1,3,1,1,2,3,9778420,39,0,0,1
0,1041,1,1,3,1,1,0,2,9045250,7,1,0,0
2,1175,1,1,3,1,2,1,4,9758600,28,0,1,0
2,810,1,1,3,0,1,1,3,9879950,29,1,0,0
4,1722,2,1,4,0,2,1,5,9795980,19,0,1,0
0,1475,2,2,4,0,1,1,4,8296250,21,0,1,0
5,1522,1,1,4,0,2,1,4,11295000,5,0,1,0
5,1556,1,1,4,0,1,0,5,10797790,27,0,1,0
2,1286,2,1,4,1,0,0,4,14962800,8,1,0,0
3,1803,3,2,5,1,1,1,5,11546330,14,0,1,0
2,866,1,1,3,0,1,0,4,10173350,29,1,0,0
1,1178,1,1,3,1,0,1,1,8638785,19,0,1,0
5,1626,1,1,4,0,1,1,4,12866410,9,0,0,1
5,1589,1,1,4,1,1,0,4,12025410,8,0,1,0
2,1165,1,1,3,0,0,0,4,7550250,35,0,1,0
1,618,1,1,2,0,0,1,3,8421940,36,1,0,0
2,1144,1,1,3,0,1,2,4,9341380,38,0,0,1
1,1201,2,2,4,0,1,1,5,14203140,36,1,0,0
0,879,1,1,2,1,2,1,3,6313250,37,0,1,0
5,1501,1,1,4,1,0,2,5,13627030,35,0,0,1
1,1289,2,2,4,1,2,2,5,17360470,18,1,0,0
4,1741,2,1,4,1,2,1,3,10458220,10,0,0,1
0,1585,2,2,4,0,0,1,5,11996750,45,1,0,0
2,897,1,1,3,1,0,2,4,9162950,9,0,1,0
2,1172,1,1,3,1,0,0,5,9701600,20,0,1,0
0,1321,1,1,3,1,2,1,3,8527375,18,0,0,1
0,798,1,1,2,0,1,0,2,4517000,13,0,0,1
6,1808,2,1,5,0,1,0,5,20487250,20,1,0,0
2,934,1,1,3,0,1,1,3,7774580,16,0,0,1
2,961,1,1,3,1,2,0,4,8637320,29,0,0,1
1,962,1,1,3,0,0,1,0,6374265,11,0,0,1
4,1778,3,2,5,0,2,1,4,10567300,7,0,0,1
5,1756,1,1,4,1,0,1,3,12368790,12,0,1,0
0,1023,1,1,3,0,1,1,0,4798625,6,0,0,1
1,784,1,1,2,0,0,0,4,6611365,31,0,1,0
4,1485,2,1,4,0,2,1,3,8195220,11,0,1,0
4,2177,3,2,5,1,2,2,4,13553180,12,0,0,1
4,2088,3,2,5,1,1,1,5,12879720,18,0,0,1
1,1181,1,1,3,1,0,0,2,8418360,24,0,0,1
4,1308,1,1,3,0,2,2,5,9168580,9,0,1,0
0,663,1,1,2,0,0,0,2,3815750,19,0,1,0
6,1975,2,1,5,1,1,0,3,13567150,5,0,1,0
2,749,1,1,2,0,0,2,3,9607900,22,1,0,0
3,1727,2,1,4,1,0,2,0,8269610,33,0,1,0
4,2158,3,2,5,1,1,1,5,13154100,17,0,0,1
2,1157,1,1,3,0,1,2,4,9455100,10,0,1,0
6,1832,2,1,5,0,1,2,5,21686920,21,1,0,0
2,1138,1,1,3,1,1,2,3,13801050,15,1,0,0
2,770,1,1,2,0,2,0,3,6348750,5,0,1,0
6,1842,2,1,5,0,1,2,4,13040160,23,0,1,0
6,1882,2,1,5,1,0,0,3,19761890,42,1,0,0
2,757,1,1,2,1,0,0,5,8854790,14,0,0,1
3,1884,3,2,5,1,0,1,3,9955440,37,0,1,0
4,1729,2,1,4,1,1,1,3,10643500,6,0,0,1
1,866,1,1,3,1,0,1,0,6666735,29,0,0,1
0,919,1,1,3,1,2,2,4,10589000,16,1,0,0
4,1587,2,1,4,0,1,1,4,8983700,5,0,1,0
2,1282,2,1,4,1,1,2,3,11073340,16,0,0,1
2,928,1,1,3,0,0,1,5,8454860,38,0,0,1
2,898,1,1,3,0,0,1,3,6802150,29,0,1,0
1,692,1,1,2,1,1,0,0,7814575,25,1,0,0
6,1972,2,1,5,1,0,1,3,13941590,39,0,0,1
4,2079,3,2,5,0,1,1,3,10468580,10,0,0,1
4,1486,2,1,4,0,1,1,4,12616820,11,1,0,0
5,1742,1,1,4,1,1,1,5,20982920,41,1,0,0
6,1936,2,1,5,1,1,1,4,13788080,24,0,1,0
0,1214,1,1,3,0,1,0,5,9985750,49,1,0,0
0,1257,1,1,3,1,0,0,3,6660000,34,0,1,0
0,841,1,1,2,1,2,0,2,5355750,19,0,1,0
4,2255,4,2,6,0,2,1,3,16982280,14,1,0,0
3,1605,2,1,4,1,1,1,3,13759280,34,1,0,0
2,1188,1,1,3,0,1,1,3,12840300,14,1,0,0
2,1213,2,1,4,1,1,0,4,10243060,7,0,0,1
2,731,1,1,2,1,1,1,5,11029700,38,1,0,0
4,1781,3,2,5,1,1,2,4,16174720,6,1,0,0
2,702,1,1,2,0,1,1,3,8883050,19,1,0,0
5,1949,2,1,5,0,1,2,5,15476650,19,0,0,1
5,1857,2,1,5,0,1,2,4,14093160,30,0,0,1
4,1904,3,2,5,0,2,1,4,10782380,25,0,0,1
0,1199,1,1,3,0,0,1,1,7839500,38,1,0,0
0,1228,1,1,3,1,0,2,3,11531000,12,1,0,0
3,1786,2,1,4,1,1,2,5,17240870,11,1,0,0
3,1953,3,2,5,1,0,0,1,8916410,53,0,0,1
0,1287,1,1,3,0,2,2,4,10931250,27,1,0,0
4,1369,2,1,4,0,1,1,5,9103800,30,0,1,0
4,1771,2,1,4,1,2,2,4,11090200,20,0,1,0
1,1082,1,1,3,1,1,2,2,9177820,28,0,1,0
4,1636,2,1,4,1,2,1,4,10056300,25,0,1,0
0,602,1,1,2,0,1,1,5,6560250,26,0,0,1
6,1854,2,1,5,0,0,0,4,11704830,29,0,1,0
0,1655,2,2,4,1,0,0,5,9837875,25,0,0,1
1,698,1,1,2,0,1,2,3,9879040,16,1,0,0
2,1101,1,1,3,0,1,2,4,8572650,31,0,1,0
0,785,1,1,2,1,2,1,2,6576375,22,0,0,1
1,1135,1,1,3,1,2,2,5,11046310,34,0,1,0
0,1308,1,1,3,1,0,1,3,8242250,32,0,0,1
